Elapsed time,GET Products with connection pooling,GET Products with connection pooling and query caching,GET Products without connection pooling
03:09:28.500,15.5,34.2,18.166666666666668
03:09:29.0,30.782608695652176,10.608695652173912,126.21739130434783
03:09:29.500,18.10810810810811,8.68421052631579,438.02702702702703
03:09:30.0,19.985915492957748,4.814285714285714,354.60526315789474
03:09:30.500,22.000000000000004,4.602272727272728,253.48837209302326
03:09:31.0,13.86046511627907,3.8505747126436782,266.65060240963857
03:09:31.500,26.32558139534885,10.358974358974358,276.5977011494253
03:09:32.0,9.506024096385541,7.377777777777778,260.06666666666655
03:09:32.500,29.305263157894743,6.656250000000001,233.49999999999997
03:09:33.0,11.174418604651162,3.9411764705882355,262.75862068965506
03:09:33.500,21.47058823529412,8.91860465116279,259.14117647058816
03:09:34.0,11.720930232558143,5.3720930232558155,288.5813953488372
03:09:34.500,16.611111111111118,16.247191011235955,248.42696629213484
03:09:35.0,25.28421052631579,44.52127659574469,195.53061224489792
03:09:35.500,13.044444444444444,6.921348314606742,253.66666666666666
03:09:36.0,18.471264367816094,4.850574712643678,255.31868131868123
03:09:36.500,16.813186813186814,4.344086021505376,256.33720930232556
03:09:37.0,37.74418604651165,13.373493975903612,231.87912087912088
03:09:37.500,16.43617021276595,4.824742268041233,255.41935483870967
03:09:38.0,14.862068965517247,3.772727272727273,247.42857142857142
03:09:38.500,15.277777777777782,3.966292134831461,269.934065934066
03:09:39.0,19.333333333333332,10.60919540229885,240.1764705882353
03:09:39.500,15.294736842105262,6.6419753086419755,268.03061224489795
03:09:40.0,66.64864864864865,42.107142857142854,193.17777777777778
03:09:40.500,96.41904761904762,15.898148148148152,152.94318181818184
03:09:41.0,25.886075949367086,5.625000000000001,223.94505494505495
03:09:41.500,25.714285714285715,5.387755102040819,247.1460674157304
03:09:42.0,25.028169014084508,7.541666666666667,282.49295774647896
03:09:42.500,78.55952380952382,6.807228915662651,237.5795454545455
03:09:43.0,41.096385542168676,4.566265060240961,234.4
03:09:43.500,30.847826086956523,6.380434782608695,250.53012048192772
03:09:44.0,13.218390804597702,4.431818181818181,271.51724137931035
03:09:44.500,12.35,9.677083333333336,246.27722772277224
03:09:45.0,11.707317073170733,11.847058823529412,247.25925925925927
03:09:45.500,9.24705882352941,6.08235294117647,279.55421686747
03:09:46.0,12.000000000000004,8.457831325301207,285.7558139534883
03:09:46.500,20.89534883720931,4.481927710843375,262.50537634408596
03:09:47.0,15.727272727272723,6.275362318840578,311.9636363636362
03:09:47.500,8.509803921568627,3.32,450.3269230769231
03:09:48.0,28.342105263157894,5.815789473684211,306.4285714285715
03:09:48.500,32.16,10.767123287671232,175.57575757575756
03:09:49.0,,14.333333333333334,
